,product,price,quantity,sales,date,region
761,pink morsel,$3.00,547,"$1,641.00",2019-12-18,south
762,pink morsel,$3.00,530,"$1,590.00",2019-12-18,east
763,pink morsel,$3.00,580,"$1,740.00",2019-12-18,west
764,pink morsel,$3.00,555,"$1,665.00",2019-12-19,north
765,pink morsel,$3.00,591,"$1,773.00",2019-12-19,south
766,pink morsel,$3.00,501,"$1,503.00",2019-12-19,east
767,pink morsel,$3.00,514,"$1,542.00",2019-12-19,west
768,pink morsel,$3.00,596,"$1,788.00",2019-12-20,north
769,pink morsel,$3.00,591,"$1,773.00",2019-12-20,south
770,pink morsel,$3.00,596,"$1,788.00",2019-12-20,east
771,pink morsel,$3.00,595,"$1,785.00",2019-12-20,west
772,pink morsel,$3.00,535,"$1,605.00",2019-12-21,north
773,pink morsel,$3.00,567,"$1,701.00",2019-12-21,south
774,pink morsel,$3.00,542,"$1,626.00",2019-12-21,east
775,pink morsel,$3.00,541,"$1,623.00",2019-12-21,west
776,pink morsel,$3.00,557,"$1,671.00",2019-12-22,north
777,pink morsel,$3.00,543,"$1,629.00",2019-12-22,south
778,pink morsel,$3.00,575,"$1,725.00",2019-12-22,east
779,pink morsel,$3.00,519,"$1,557.00",2019-12-22,west
780,pink morsel,$3.00,557,"$1,671.00",2019-12-23,north
781,pink morsel,$3.00,554,"$1,662.00",2019-12-23,south
782,pink morsel,$3.00,558,"$1,674.00",2019-12-23,east
783,pink morsel,$3.00,557,"$1,671.00",2019-12-23,west
784,pink morsel,$3.00,540,"$1,620.00",2019-12-24,north
785,pink morsel,$3.00,572,"$1,716.00",2019-12-24,south
786,pink morsel,$3.00,558,"$1,674.00",2019-12-24,east
787,pink morsel,$3.00,562,"$1,686.00",2019-12-24,west
788,pink morsel,$3.00,584,"$1,752.00",2019-12-25,north
789,pink morsel,$3.00,575,"$1,725.00",2019-12-25,south
790,pink morsel,$3.00,515,"$1,545.00",2019-12-25,east
791,pink morsel,$3.00,502,"$1,506.00",2019-12-25,west
792,pink morsel,$3.00,513,"$1,539.00",2019-12-26,north
793,pink morsel,$3.00,572,"$1,716.00",2019-12-26,south
794,pink morsel,$3.00,500,"$1,500.00",2019-12-26,east
795,pink morsel,$3.00,598,"$1,794.00",2019-12-26,west
796,pink morsel,$3.00,572,"$1,716.00",2019-12-27,north
797,pink morsel,$3.00,555,"$1,665.00",2019-12-27,south
798,pink morsel,$3.00,519,"$1,557.00",2019-12-27,east
799,pink morsel,$3.00,540,"$1,620.00",2019-12-27,west
800,pink morsel,$3.00,593,"$1,779.00",2019-12-28,north
801,pink morsel,$3.00,593,"$1,779.00",2019-12-28,south
802,pink morsel,$3.00,584,"$1,752.00",2019-12-28,east
803,pink morsel,$3.00,591,"$1,773.00",2019-12-28,west
804,pink morsel,$3.00,600,"$1,800.00",2019-12-29,north
805,pink morsel,$3.00,591,"$1,773.00",2019-12-29,south
806,pink morsel,$3.00,589,"$1,767.00",2019-12-29,east
807,pink morsel,$3.00,561,"$1,683.00",2019-12-29,west
808,pink morsel,$3.00,514,"$1,542.00",2019-12-30,north
809,pink morsel,$3.00,576,"$1,728.00",2019-12-30,south
810,pink morsel,$3.00,523,"$1,569.00",2019-12-30,east
811,pink morsel,$3.00,553,"$1,659.00",2019-12-30,west
812,pink morsel,$3.00,527,"$1,581.00",2019-12-31,north
813,pink morsel,$3.00,571,"$1,713.00",2019-12-31,south
814,pink morsel,$3.00,511,"$1,533.00",2019-12-31,east
815,pink morsel,$3.00,564,"$1,692.00",2019-12-31,west
816,pink morsel,$3.00,502,"$1,506.00",2020-01-01,north
817,pink morsel,$3.00,553,"$1,659.00",2020-01-01,south
818,pink morsel,$3.00,573,"$1,719.00",2020-01-01,east
819,pink morsel,$3.00,568,"$1,704.00",2020-01-01,west
820,pink morsel,$3.00,589,"$1,767.00",2020-01-02,north
821,pink morsel,$3.00,514,"$1,542.00",2020-01-02,south
822,pink morsel,$3.00,514,"$1,542.00",2020-01-02,east
823,pink morsel,$3.00,543,"$1,629.00",2020-01-02,west
824,pink morsel,$3.00,553,"$1,659.00",2020-01-03,north
825,pink morsel,$3.00,513,"$1,539.00",2020-01-03,south
826,pink morsel,$3.00,578,"$1,734.00",2020-01-03,east
827,pink morsel,$3.00,587,"$1,761.00",2020-01-03,west
828,pink morsel,$3.00,520,"$1,560.00",2020-01-04,north
829,pink morsel,$3.00,589,"$1,767.00",2020-01-04,south
830,pink morsel,$3.00,597,"$1,791.00",2020-01-04,east
831,pink morsel,$3.00,544,"$1,632.00",2020-01-04,west
832,pink morsel,$3.00,572,"$1,716.00",2020-01-05,north
833,pink morsel,$3.00,512,"$1,536.00",2020-01-05,south
834,pink morsel,$3.00,554,"$1,662.00",2020-01-05,east
835,pink morsel,$3.00,560,"$1,680.00",2020-01-05,west
836,pink morsel,$3.00,563,"$1,689.00",2020-01-06,north
837,pink morsel,$3.00,593,"$1,779.00",2020-01-06,south
838,pink morsel,$3.00,504,"$1,512.00",2020-01-06,east
839,pink morsel,$3.00,526,"$1,578.00",2020-01-06,west
840,pink morsel,$3.00,520,"$1,560.00",2020-01-07,north
841,pink morsel,$3.00,527,"$1,581.00",2020-01-07,south
842,pink morsel,$3.00,559,"$1,677.00",2020-01-07,east
843,pink morsel,$3.00,533,"$1,599.00",2020-01-07,west
844,pink morsel,$3.00,571,"$1,713.00",2020-01-08,north
845,pink morsel,$3.00,600,"$1,800.00",2020-01-08,south
846,pink morsel,$3.00,589,"$1,767.00",2020-01-08,east
847,pink morsel,$3.00,584,"$1,752.00",2020-01-08,west
848,pink morsel,$3.00,503,"$1,509.00",2020-01-09,north
849,pink morsel,$3.00,513,"$1,539.00",2020-01-09,south
850,pink morsel,$3.00,557,"$1,671.00",2020-01-09,east
851,pink morsel,$3.00,556,"$1,668.00",2020-01-09,west
852,pink morsel,$3.00,564,"$1,692.00",2020-01-10,north
853,pink morsel,$3.00,528,"$1,584.00",2020-01-10,south
854,pink morsel,$3.00,570,"$1,710.00",2020-01-10,east
855,pink morsel,$3.00,562,"$1,686.00",2020-01-10,west
856,pink morsel,$3.00,539,"$1,617.00",2020-01-11,north
857,pink morsel,$3.00,555,"$1,665.00",2020-01-11,south
858,pink morsel,$3.00,574,"$1,722.00",2020-01-11,east
859,pink morsel,$3.00,517,"$1,551.00",2020-01-11,west
860,pink morsel,$3.00,540,"$1,620.00",2020-01-12,north
861,pink morsel,$3.00,597,"$1,791.00",2020-01-12,south
862,pink morsel,$3.00,554,"$1,662.00",2020-01-12,east
863,pink morsel,$3.00,552,"$1,656.00",2020-01-12,west
864,pink morsel,$3.00,548,"$1,644.00",2020-01-13,north
865,pink morsel,$3.00,553,"$1,659.00",2020-01-13,south
866,pink morsel,$3.00,580,"$1,740.00",2020-01-13,east
867,pink morsel,$3.00,556,"$1,668.00",2020-01-13,west
868,pink morsel,$3.00,522,"$1,566.00",2020-01-14,north
869,pink morsel,$3.00,525,"$1,575.00",2020-01-14,south
870,pink morsel,$3.00,522,"$1,566.00",2020-01-14,east
871,pink morsel,$3.00,526,"$1,578.00",2020-01-14,west
872,pink morsel,$3.00,579,"$1,737.00",2020-01-15,north
873,pink morsel,$3.00,532,"$1,596.00",2020-01-15,south
874,pink morsel,$3.00,592,"$1,776.00",2020-01-15,east
875,pink morsel,$3.00,546,"$1,638.00",2020-01-15,west
876,pink morsel,$3.00,583,"$1,749.00",2020-01-16,north
877,pink morsel,$3.00,584,"$1,752.00",2020-01-16,south
878,pink morsel,$3.00,545,"$1,635.00",2020-01-16,east
879,pink morsel,$3.00,527,"$1,581.00",2020-01-16,west
880,pink morsel,$3.00,507,"$1,521.00",2020-01-17,north
881,pink morsel,$3.00,512,"$1,536.00",2020-01-17,south
882,pink morsel,$3.00,555,"$1,665.00",2020-01-17,east
883,pink morsel,$3.00,594,"$1,782.00",2020-01-17,west
884,pink morsel,$3.00,550,"$1,650.00",2020-01-18,north
885,pink morsel,$3.00,583,"$1,749.00",2020-01-18,south
886,pink morsel,$3.00,599,"$1,797.00",2020-01-18,east
887,pink morsel,$3.00,550,"$1,650.00",2020-01-18,west
888,pink morsel,$3.00,536,"$1,608.00",2020-01-19,north
889,pink morsel,$3.00,536,"$1,608.00",2020-01-19,south
890,pink morsel,$3.00,525,"$1,575.00",2020-01-19,east
891,pink morsel,$3.00,530,"$1,590.00",2020-01-19,west
892,pink morsel,$3.00,555,"$1,665.00",2020-01-20,north
893,pink morsel,$3.00,532,"$1,596.00",2020-01-20,south
894,pink morsel,$3.00,527,"$1,581.00",2020-01-20,east
895,pink morsel,$3.00,565,"$1,695.00",2020-01-20,west
896,pink morsel,$3.00,549,"$1,647.00",2020-01-21,north
897,pink morsel,$3.00,592,"$1,776.00",2020-01-21,south
898,pink morsel,$3.00,573,"$1,719.00",2020-01-21,east
899,pink morsel,$3.00,526,"$1,578.00",2020-01-21,west
900,pink morsel,$3.00,501,"$1,503.00",2020-01-22,north
901,pink morsel,$3.00,523,"$1,569.00",2020-01-22,south
902,pink morsel,$3.00,577,"$1,731.00",2020-01-22,east
903,pink morsel,$3.00,517,"$1,551.00",2020-01-22,west
904,pink morsel,$3.00,542,"$1,626.00",2020-01-23,north
905,pink morsel,$3.00,506,"$1,518.00",2020-01-23,south
906,pink morsel,$3.00,525,"$1,575.00",2020-01-23,east
907,pink morsel,$3.00,537,"$1,611.00",2020-01-23,west
908,pink morsel,$3.00,543,"$1,629.00",2020-01-24,north
909,pink morsel,$3.00,568,"$1,704.00",2020-01-24,south
910,pink morsel,$3.00,552,"$1,656.00",2020-01-24,east
911,pink morsel,$3.00,518,"$1,554.00",2020-01-24,west
912,pink morsel,$3.00,525,"$1,575.00",2020-01-25,north
913,pink morsel,$3.00,546,"$1,638.00",2020-01-25,south
914,pink morsel,$3.00,545,"$1,635.00",2020-01-25,east
915,pink morsel,$3.00,516,"$1,548.00",2020-01-25,west
916,pink morsel,$3.00,570,"$1,710.00",2020-01-26,north
917,pink morsel,$3.00,528,"$1,584.00",2020-01-26,south
918,pink morsel,$3.00,572,"$1,716.00",2020-01-26,east
919,pink morsel,$3.00,534,"$1,602.00",2020-01-26,west
920,pink morsel,$3.00,523,"$1,569.00",2020-01-27,north
921,pink morsel,$3.00,502,"$1,506.00",2020-01-27,south
922,pink morsel,$3.00,557,"$1,671.00",2020-01-27,east
923,pink morsel,$3.00,528,"$1,584.00",2020-01-27,west
924,pink morsel,$3.00,563,"$1,689.00",2020-01-28,north
925,pink morsel,$3.00,591,"$1,773.00",2020-01-28,south
926,pink morsel,$3.00,549,"$1,647.00",2020-01-28,east
927,pink morsel,$3.00,501,"$1,503.00",2020-01-28,west
928,pink morsel,$3.00,531,"$1,593.00",2020-01-29,north
929,pink morsel,$3.00,502,"$1,506.00",2020-01-29,south
930,pink morsel,$3.00,580,"$1,740.00",2020-01-29,east
931,pink morsel,$3.00,524,"$1,572.00",2020-01-29,west
932,pink morsel,$3.00,540,"$1,620.00",2020-01-30,north
933,pink morsel,$3.00,514,"$1,542.00",2020-01-30,south
934,pink morsel,$3.00,531,"$1,593.00",2020-01-30,east
935,pink morsel,$3.00,500,"$1,500.00",2020-01-30,west
936,pink morsel,$3.00,545,"$1,635.00",2020-01-31,north
937,pink morsel,$3.00,552,"$1,656.00",2020-01-31,south
938,pink morsel,$3.00,593,"$1,779.00",2020-01-31,east
939,pink morsel,$3.00,535,"$1,605.00",2020-01-31,west
940,pink morsel,$3.00,534,"$1,602.00",2020-02-01,north
941,pink morsel,$3.00,598,"$1,794.00",2020-02-01,south
942,pink morsel,$3.00,559,"$1,677.00",2020-02-01,east
943,pink morsel,$3.00,507,"$1,521.00",2020-02-01,west
944,pink morsel,$3.00,569,"$1,707.00",2020-02-02,north
945,pink morsel,$3.00,555,"$1,665.00",2020-02-02,south
946,pink morsel,$3.00,571,"$1,713.00",2020-02-02,east
947,pink morsel,$3.00,553,"$1,659.00",2020-02-02,west
948,pink morsel,$3.00,516,"$1,548.00",2020-02-03,north
949,pink morsel,$3.00,549,"$1,647.00",2020-02-03,south
950,pink morsel,$3.00,588,"$1,764.00",2020-02-03,east
951,pink morsel,$3.00,554,"$1,662.00",2020-02-03,west
952,pink morsel,$3.00,521,"$1,563.00",2020-02-04,north
953,pink morsel,$3.00,585,"$1,755.00",2020-02-04,south
954,pink morsel,$3.00,553,"$1,659.00",2020-02-04,east
955,pink morsel,$3.00,525,"$1,575.00",2020-02-04,west
956,pink morsel,$3.00,572,"$1,716.00",2020-02-05,north
957,pink morsel,$3.00,502,"$1,506.00",2020-02-05,south
958,pink morsel,$3.00,578,"$1,734.00",2020-02-05,east
959,pink morsel,$3.00,568,"$1,704.00",2020-02-05,west
960,pink morsel,$3.00,504,"$1,512.00",2020-02-06,north
961,pink morsel,$3.00,524,"$1,572.00",2020-02-06,south
962,pink morsel,$3.00,594,"$1,782.00",2020-02-06,east
963,pink morsel,$3.00,518,"$1,554.00",2020-02-06,west
964,pink morsel,$3.00,594,"$1,782.00",2020-02-07,north
965,pink morsel,$3.00,567,"$1,701.00",2020-02-07,south
966,pink morsel,$3.00,566,"$1,698.00",2020-02-07,east
967,pink morsel,$3.00,557,"$1,671.00",2020-02-07,west
968,pink morsel,$3.00,528,"$1,584.00",2020-02-08,north
969,pink morsel,$3.00,534,"$1,602.00",2020-02-08,south
970,pink morsel,$3.00,585,"$1,755.00",2020-02-08,east
971,pink morsel,$3.00,538,"$1,614.00",2020-02-08,west
972,pink morsel,$3.00,581,"$1,743.00",2020-02-09,north
973,pink morsel,$3.00,596,"$1,788.00",2020-02-09,south
974,pink morsel,$3.00,548,"$1,644.00",2020-02-09,east
975,pink morsel,$3.00,576,"$1,728.00",2020-02-09,west
976,pink morsel,$3.00,533,"$1,599.00",2020-02-10,north
977,pink morsel,$3.00,563,"$1,689.00",2020-02-10,south
978,pink morsel,$3.00,592,"$1,776.00",2020-02-10,east
979,pink morsel,$3.00,523,"$1,569.00",2020-02-10,west
980,pink morsel,$3.00,597,"$1,791.00",2020-02-11,north
981,pink morsel,$3.00,546,"$1,638.00",2020-02-11,south
982,pink morsel,$3.00,572,"$1,716.00",2020-02-11,east
983,pink morsel,$3.00,596,"$1,788.00",2020-02-11,west
984,pink morsel,$3.00,586,"$1,758.00",2020-02-12,north
985,pink morsel,$3.00,584,"$1,752.00",2020-02-12,south
986,pink morsel,$3.00,533,"$1,599.00",2020-02-12,east
987,pink morsel,$3.00,511,"$1,533.00",2020-02-12,west
988,pink morsel,$3.00,516,"$1,548.00",2020-02-13,north
989,pink morsel,$3.00,600,"$1,800.00",2020-02-13,south
990,pink morsel,$3.00,553,"$1,659.00",2020-02-13,east
991,pink morsel,$3.00,539,"$1,617.00",2020-02-13,west
992,pink morsel,$3.00,582,"$1,746.00",2020-02-14,north
993,pink morsel,$3.00,548,"$1,644.00",2020-02-14,south
994,pink morsel,$3.00,566,"$1,698.00",2020-02-14,east
995,pink morsel,$3.00,511,"$1,533.00",2020-02-14,west
996,pink morsel,$3.00,568,"$1,704.00",2020-02-15,north
997,pink morsel,$3.00,508,"$1,524.00",2020-02-15,south
998,pink morsel,$3.00,515,"$1,545.00",2020-02-15,east
999,pink morsel,$3.00,577,"$1,731.00",2020-02-15,west
1000,pink morsel,$3.00,555,"$1,665.00",2020-02-16,north
1001,pink morsel,$3.00,597,"$1,791.00",2020-02-16,south
1002,pink morsel,$3.00,535,"$1,605.00",2020-02-16,east
1003,pink morsel,$3.00,581,"$1,743.00",2020-02-16,west
1004,pink morsel,$3.00,559,"$1,677.00",2020-02-17,north
1005,pink morsel,$3.00,530,"$1,590.00",2020-02-17,south
1006,pink morsel,$3.00,574,"$1,722.00",2020-02-17,east
1007,pink morsel,$3.00,581,"$1,743.00",2020-02-17,west
1008,pink morsel,$3.00,556,"$1,668.00",2020-02-18,north
1009,pink morsel,$3.00,540,"$1,620.00",2020-02-18,south
1010,pink morsel,$3.00,568,"$1,704.00",2020-02-18,east
1011,pink morsel,$3.00,561,"$1,683.00",2020-02-18,west
1012,pink morsel,$3.00,517,"$1,551.00",2020-02-19,north
1013,pink morsel,$3.00,550,"$1,650.00",2020-02-19,south
1014,pink morsel,$3.00,563,"$1,689.00",2020-02-19,east
1015,pink morsel,$3.00,546,"$1,638.00",2020-02-19,west
1016,pink morsel,$3.00,506,"$1,518.00",2020-02-20,north
1017,pink morsel,$3.00,531,"$1,593.00",2020-02-20,south
1018,pink morsel,$3.00,544,"$1,632.00",2020-02-20,east
1019,pink morsel,$3.00,534,"$1,602.00",2020-02-20,west
1020,pink morsel,$3.00,587,"$1,761.00",2020-02-21,north
1021,pink morsel,$3.00,585,"$1,755.00",2020-02-21,south
1022,pink morsel,$3.00,527,"$1,581.00",2020-02-21,east
1023,pink morsel,$3.00,598,"$1,794.00",2020-02-21,west
1024,pink morsel,$3.00,515,"$1,545.00",2020-02-22,north
1025,pink morsel,$3.00,563,"$1,689.00",2020-02-22,south
1026,pink morsel,$3.00,544,"$1,632.00",2020-02-22,east
1027,pink morsel,$3.00,556,"$1,668.00",2020-02-22,west
1028,pink morsel,$3.00,546,"$1,638.00",2020-02-23,north
1029,pink morsel,$3.00,534,"$1,602.00",2020-02-23,south
1030,pink morsel,$3.00,562,"$1,686.00",2020-02-23,east
1031,pink morsel,$3.00,592,"$1,776.00",2020-02-23,west
1032,pink morsel,$3.00,531,"$1,593.00",2020-02-24,north
1033,pink morsel,$3.00,578,"$1,734.00",2020-02-24,south
1034,pink morsel,$3.00,536,"$1,608.00",2020-02-24,east
1035,pink morsel,$3.00,539,"$1,617.00",2020-02-24,west
1036,pink morsel,$3.00,552,"$1,656.00",2020-02-25,north
1037,pink morsel,$3.00,574,"$1,722.00",2020-02-25,south
1038,pink morsel,$3.00,522,"$1,566.00",2020-02-25,east
1039,pink morsel,$3.00,516,"$1,548.00",2020-02-25,west
1040,pink morsel,$3.00,515,"$1,545.00",2020-02-26,north
1041,pink morsel,$3.00,507,"$1,521.00",2020-02-26,south
1042,pink morsel,$3.00,576,"$1,728.00",2020-02-26,east
1043,pink morsel,$3.00,556,"$1,668.00",2020-02-26,west
1044,pink morsel,$3.00,566,"$1,698.00",2020-02-27,north
1045,pink morsel,$3.00,533,"$1,599.00",2020-02-27,south
1046,pink morsel,$3.00,527,"$1,581.00",2020-02-27,east
1047,pink morsel,$3.00,509,"$1,527.00",2020-02-27,west
1048,pink morsel,$3.00,503,"$1,509.00",2020-02-28,north
1049,pink morsel,$3.00,562,"$1,686.00",2020-02-28,south
1050,pink morsel,$3.00,530,"$1,590.00",2020-02-28,east
1051,pink morsel,$3.00,563,"$1,689.00",2020-02-28,west
1052,pink morsel,$3.00,557,"$1,671.00",2020-02-29,north
1053,pink morsel,$3.00,576,"$1,728.00",2020-02-29,south
1054,pink morsel,$3.00,508,"$1,524.00",2020-02-29,east
1055,pink morsel,$3.00,552,"$1,656.00",2020-02-29,west
1056,pink morsel,$3.00,531,"$1,593.00",2020-03-01,north
1057,pink morsel,$3.00,542,"$1,626.00",2020-03-01,south
1058,pink morsel,$3.00,542,"$1,626.00",2020-03-01,east
1059,pink morsel,$3.00,564,"$1,692.00",2020-03-01,west
1060,pink morsel,$3.00,503,"$1,509.00",2020-03-02,north
1061,pink morsel,$3.00,596,"$1,788.00",2020-03-02,south
1062,pink morsel,$3.00,524,"$1,572.00",2020-03-02,east
1063,pink morsel,$3.00,523,"$1,569.00",2020-03-02,west
1064,pink morsel,$3.00,544,"$1,632.00",2020-03-03,north
1065,pink morsel,$3.00,516,"$1,548.00",2020-03-03,south
1066,pink morsel,$3.00,541,"$1,623.00",2020-03-03,east
1067,pink morsel,$3.00,502,"$1,506.00",2020-03-03,west
1068,pink morsel,$3.00,591,"$1,773.00",2020-03-04,north
1069,pink morsel,$3.00,559,"$1,677.00",2020-03-04,south
1070,pink morsel,$3.00,546,"$1,638.00",2020-03-04,east
1071,pink morsel,$3.00,523,"$1,569.00",2020-03-04,west
1072,pink morsel,$3.00,598,"$1,794.00",2020-03-05,north
1073,pink morsel,$3.00,588,"$1,764.00",2020-03-05,south
1074,pink morsel,$3.00,510,"$1,530.00",2020-03-05,east
1075,pink morsel,$3.00,590,"$1,770.00",2020-03-05,west
1076,pink morsel,$3.00,541,"$1,623.00",2020-03-06,north
1077,pink morsel,$3.00,578,"$1,734.00",2020-03-06,south
1078,pink morsel,$3.00,566,"$1,698.00",2020-03-06,east
1079,pink morsel,$3.00,501,"$1,503.00",2020-03-06,west
1080,pink morsel,$3.00,547,"$1,641.00",2020-03-07,north
1081,pink morsel,$3.00,527,"$1,581.00",2020-03-07,south
1082,pink morsel,$3.00,599,"$1,797.00",2020-03-07,east
1083,pink morsel,$3.00,558,"$1,674.00",2020-03-07,west
1084,pink morsel,$3.00,567,"$1,701.00",2020-03-08,north
1085,pink morsel,$3.00,530,"$1,590.00",2020-03-08,south
1086,pink morsel,$3.00,533,"$1,599.00",2020-03-08,east
1087,pink morsel,$3.00,597,"$1,791.00",2020-03-08,west
1088,pink morsel,$3.00,573,"$1,719.00",2020-03-09,north
1089,pink morsel,$3.00,592,"$1,776.00",2020-03-09,south
1090,pink morsel,$3.00,514,"$1,542.00",2020-03-09,east
1091,pink morsel,$3.00,580,"$1,740.00",2020-03-09,west
1092,pink morsel,$3.00,548,"$1,644.00",2020-03-10,north
1093,pink morsel,$3.00,551,"$1,653.00",2020-03-10,south
1094,pink morsel,$3.00,599,"$1,797.00",2020-03-10,east
1095,pink morsel,$3.00,580,"$1,740.00",2020-03-10,west
1096,pink morsel,$3.00,535,"$1,605.00",2020-03-11,north
1097,pink morsel,$3.00,528,"$1,584.00",2020-03-11,south
1098,pink morsel,$3.00,554,"$1,662.00",2020-03-11,east
1099,pink morsel,$3.00,524,"$1,572.00",2020-03-11,west
1100,pink morsel,$3.00,545,"$1,635.00",2020-03-12,north
1101,pink morsel,$3.00,516,"$1,548.00",2020-03-12,south
1102,pink morsel,$3.00,560,"$1,680.00",2020-03-12,east
1103,pink morsel,$3.00,589,"$1,767.00",2020-03-12,west
1104,pink morsel,$3.00,518,"$1,554.00",2020-03-13,north
1105,pink morsel,$3.00,562,"$1,686.00",2020-03-13,south
1106,pink morsel,$3.00,583,"$1,749.00",2020-03-13,east
1107,pink morsel,$3.00,518,"$1,554.00",2020-03-13,west
1108,pink morsel,$3.00,554,"$1,662.00",2020-03-14,north
1109,pink morsel,$3.00,519,"$1,557.00",2020-03-14,south
1110,pink morsel,$3.00,585,"$1,755.00",2020-03-14,east
1111,pink morsel,$3.00,586,"$1,758.00",2020-03-14,west
1112,pink morsel,$3.00,500,"$1,500.00",2020-03-15,north
1113,pink morsel,$3.00,555,"$1,665.00",2020-03-15,south
1114,pink morsel,$3.00,587,"$1,761.00",2020-03-15,east
1115,pink morsel,$3.00,542,"$1,626.00",2020-03-15,west
1116,pink morsel,$3.00,550,"$1,650.00",2020-03-16,north
1117,pink morsel,$3.00,574,"$1,722.00",2020-03-16,south
1118,pink morsel,$3.00,547,"$1,641.00",2020-03-16,east
1119,pink morsel,$3.00,537,"$1,611.00",2020-03-16,west
1120,pink morsel,$3.00,567,"$1,701.00",2020-03-17,north
1121,pink morsel,$3.00,567,"$1,701.00",2020-03-17,south
1122,pink morsel,$3.00,598,"$1,794.00",2020-03-17,east
1123,pink morsel,$3.00,503,"$1,509.00",2020-03-17,west
1124,pink morsel,$3.00,522,"$1,566.00",2020-03-18,north
1125,pink morsel,$3.00,572,"$1,716.00",2020-03-18,south
1126,pink morsel,$3.00,567,"$1,701.00",2020-03-18,east
1127,pink morsel,$3.00,535,"$1,605.00",2020-03-18,west
1128,pink morsel,$3.00,527,"$1,581.00",2020-03-19,north
1129,pink morsel,$3.00,599,"$1,797.00",2020-03-19,south
1130,pink morsel,$3.00,575,"$1,725.00",2020-03-19,east
1131,pink morsel,$3.00,518,"$1,554.00",2020-03-19,west
1132,pink morsel,$3.00,555,"$1,665.00",2020-03-20,north
1133,pink morsel,$3.00,547,"$1,641.00",2020-03-20,south
1134,pink morsel,$3.00,559,"$1,677.00",2020-03-20,east
1135,pink morsel,$3.00,569,"$1,707.00",2020-03-20,west
1136,pink morsel,$3.00,525,"$1,575.00",2020-03-21,north
1137,pink morsel,$3.00,558,"$1,674.00",2020-03-21,south
1138,pink morsel,$3.00,569,"$1,707.00",2020-03-21,east
1139,pink morsel,$3.00,570,"$1,710.00",2020-03-21,west
1140,pink morsel,$3.00,548,"$1,644.00",2020-03-22,north
1141,pink morsel,$3.00,556,"$1,668.00",2020-03-22,south
1142,pink morsel,$3.00,558,"$1,674.00",2020-03-22,east
1143,pink morsel,$3.00,579,"$1,737.00",2020-03-22,west
1144,pink morsel,$3.00,589,"$1,767.00",2020-03-23,north
1145,pink morsel,$3.00,540,"$1,620.00",2020-03-23,south
1146,pink morsel,$3.00,531,"$1,593.00",2020-03-23,east
1147,pink morsel,$3.00,514,"$1,542.00",2020-03-23,west
1148,pink morsel,$3.00,516,"$1,548.00",2020-03-24,north
1149,pink morsel,$3.00,554,"$1,662.00",2020-03-24,south
1150,pink morsel,$3.00,580,"$1,740.00",2020-03-24,east
1151,pink morsel,$3.00,524,"$1,572.00",2020-03-24,west
1152,pink morsel,$3.00,593,"$1,779.00",2020-03-25,north
1153,pink morsel,$3.00,590,"$1,770.00",2020-03-25,south
1154,pink morsel,$3.00,541,"$1,623.00",2020-03-25,east
1155,pink morsel,$3.00,525,"$1,575.00",2020-03-25,west
1156,pink morsel,$3.00,595,"$1,785.00",2020-03-26,north
1157,pink morsel,$3.00,557,"$1,671.00",2020-03-26,south
1158,pink morsel,$3.00,583,"$1,749.00",2020-03-26,east
1159,pink morsel,$3.00,597,"$1,791.00",2020-03-26,west
1160,pink morsel,$3.00,571,"$1,713.00",2020-03-27,north
1161,pink morsel,$3.00,541,"$1,623.00",2020-03-27,south
1162,pink morsel,$3.00,535,"$1,605.00",2020-03-27,east
1163,pink morsel,$3.00,522,"$1,566.00",2020-03-27,west
1164,pink morsel,$3.00,523,"$1,569.00",2020-03-28,north
1165,pink morsel,$3.00,535,"$1,605.00",2020-03-28,south
1166,pink morsel,$3.00,576,"$1,728.00",2020-03-28,east
1167,pink morsel,$3.00,555,"$1,665.00",2020-03-28,west
1168,pink morsel,$3.00,594,"$1,782.00",2020-03-29,north
1169,pink morsel,$3.00,600,"$1,800.00",2020-03-29,south
1170,pink morsel,$3.00,506,"$1,518.00",2020-03-29,east
1171,pink morsel,$3.00,600,"$1,800.00",2020-03-29,west
1172,pink morsel,$3.00,505,"$1,515.00",2020-03-30,north
1173,pink morsel,$3.00,588,"$1,764.00",2020-03-30,south
1174,pink morsel,$3.00,544,"$1,632.00",2020-03-30,east
1175,pink morsel,$3.00,536,"$1,608.00",2020-03-30,west
1176,pink morsel,$3.00,598,"$1,794.00",2020-03-31,north
1177,pink morsel,$3.00,545,"$1,635.00",2020-03-31,south
1178,pink morsel,$3.00,524,"$1,572.00",2020-03-31,east
1179,pink morsel,$3.00,543,"$1,629.00",2020-03-31,west
1180,pink morsel,$3.00,519,"$1,557.00",2020-04-01,north
1181,pink morsel,$3.00,512,"$1,536.00",2020-04-01,south
1182,pink morsel,$3.00,529,"$1,587.00",2020-04-01,east
1183,pink morsel,$3.00,576,"$1,728.00",2020-04-01,west
1184,pink morsel,$3.00,593,"$1,779.00",2020-04-02,north
1185,pink morsel,$3.00,591,"$1,773.00",2020-04-02,south
1186,pink morsel,$3.00,598,"$1,794.00",2020-04-02,east
1187,pink morsel,$3.00,501,"$1,503.00",2020-04-02,west
1188,pink morsel,$3.00,589,"$1,767.00",2020-04-03,north
1189,pink morsel,$3.00,581,"$1,743.00",2020-04-03,south
1190,pink morsel,$3.00,520,"$1,560.00",2020-04-03,east
1191,pink morsel,$3.00,582,"$1,746.00",2020-04-03,west
